record_id,user_id,station_id,charge_start_time,charge_end_time,duration_minutes,energy_kwh,cost_yuan,payment_method,start_soc,end_soc
REC000764,U00184,1017,2024-01-28 13:01:00,2024-01-28 15:59:00,178,356,640.8,微信支付,16,93
REC000765,U00120,443,2024-01-10 23:01:00,2024-01-11 01:17:00,136,272,489.6,信用卡,23,80
REC000766,U00096,1400,2024-01-12 13:33:00,2024-01-12 13:59:00,26,208,520,支付宝,20,97
REC000767,U00049,2094,2024-01-19 11:34:00,2024-01-19 13:14:00,100,200,360,信用卡,10,85
REC000768,U00465,1476,2024-01-13 22:06:00,2024-01-13 23:38:00,92,10.73,12.88,支付宝,14,88
REC000769,U00316,511,2024-01-05 16:20:00,2024-01-05 18:24:00,124,992,2480,支付宝,30,81
REC000770,U00357,792,2024-01-14 09:49:00,2024-01-14 11:14:00,85,170,306,微信支付,28,93
REC000771,U00433,1647,2024-01-04 03:00:00,2024-01-04 05:15:00,135,1080,2700,信用卡,25,82
REC000772,U00065,2113,2024-01-13 00:33:00,2024-01-13 03:20:00,167,19.48,23.38,信用卡,28,97
REC000773,U00280,172,2024-01-25 20:57:00,2024-01-25 21:12:00,15,120,300,支付宝,24,97
REC000774,U00050,596,2024-01-13 14:32:00,2024-01-13 15:07:00,35,70,126,支付宝,18,93
REC000775,U00435,2118,2024-01-06 00:14:00,2024-01-06 01:26:00,72,576,1440,支付宝,29,85
REC000776,U00321,1616,2024-01-18 09:16:00,2024-01-18 10:38:00,82,656,1640,信用卡,23,99
REC000777,U00317,2206,2024-01-12 13:56:00,2024-01-12 16:39:00,163,19.02,22.82,支付宝,29,97
REC000778,U00160,1804,2024-01-24 07:28:00,2024-01-24 09:20:00,112,896,2240,信用卡,19,82
REC000779,U00175,1341,2024-01-28 00:38:00,2024-01-28 01:59:00,81,9.45,11.34,支付宝,11,83
REC000780,U00315,509,2024-01-07 09:12:00,2024-01-07 12:00:00,168,19.6,23.52,信用卡,15,81
REC000781,U00185,1957,2024-01-12 11:07:00,2024-01-12 12:59:00,112,224,403.2,信用卡,11,91
REC000782,U00037,465,2024-01-22 20:15:00,2024-01-22 20:50:00,35,70,126,支付宝,11,87
REC000783,U00386,2203,2024-01-26 12:28:00,2024-01-26 14:24:00,116,232,417.6,微信支付,23,90
REC000784,U00211,1019,2024-01-30 17:22:00,2024-01-30 18:09:00,47,94,169.2,微信支付,26,98
REC000785,U00168,1065,2024-01-18 04:44:00,2024-01-18 07:32:00,168,19.6,23.52,微信支付,22,95
REC000786,U00026,32,2024-01-02 09:03:00,2024-01-02 11:50:00,167,334,601.2,信用卡,30,98
REC000787,U00414,1234,2024-01-07 10:25:00,2024-01-07 11:56:00,91,728,1820,信用卡,28,88
REC000788,U00025,733,2024-01-14 14:22:00,2024-01-14 16:13:00,111,222,399.6,支付宝,18,97
REC000789,U00221,1782,2024-01-23 21:24:00,2024-01-23 23:24:00,120,240,432,微信支付,20,93
REC000790,U00083,1074,2024-01-01 21:40:00,2024-01-01 23:14:00,94,10.97,13.16,支付宝,23,91
REC000791,U00388,2008,2024-01-21 09:58:00,2024-01-21 11:40:00,102,204,367.2,信用卡,10,98
REC000792,U00401,1846,2024-01-15 06:59:00,2024-01-15 08:35:00,96,192,345.6,微信支付,16,96
REC000793,U00218,119,2024-01-07 04:55:00,2024-01-07 06:12:00,77,154,277.2,支付宝,18,92
REC000794,U00402,1562,2024-01-07 04:52:00,2024-01-07 07:49:00,177,20.65,24.78,微信支付,23,90
REC000795,U00028,1185,2024-01-06 04:24:00,2024-01-06 06:20:00,116,13.53,16.24,信用卡,20,99
REC000796,U00118,1422,2024-01-03 16:39:00,2024-01-03 16:56:00,17,136,340,信用卡,23,85
REC000797,U00061,765,2024-01-09 05:02:00,2024-01-09 05:55:00,53,6.18,7.42,支付宝,15,94
REC000798,U00494,1754,2024-01-23 00:30:00,2024-01-23 02:46:00,136,15.87,19.04,支付宝,22,84
REC000799,U00314,1295,2024-01-04 07:32:00,2024-01-04 09:26:00,114,912,2280,微信支付,13,82
REC000800,U00144,725,2024-01-05 19:08:00,2024-01-05 19:46:00,38,4.43,5.32,支付宝,26,88
REC000801,U00409,2185,2024-01-24 18:46:00,2024-01-24 21:44:00,178,20.77,24.92,支付宝,11,80
REC000802,U00008,2199,2024-01-06 04:20:00,2024-01-06 06:36:00,136,15.87,19.04,信用卡,26,92
REC000803,U00365,1971,2024-01-23 18:09:00,2024-01-23 20:47:00,158,1264,3160,微信支付,16,82
REC000804,U00296,709,2024-01-28 08:28:00,2024-01-28 10:14:00,106,848,2120,支付宝,10,88
REC000805,U00070,1828,2024-01-19 20:14:00,2024-01-19 21:36:00,82,164,295.2,微信支付,30,93
REC000806,U00076,312,2024-01-06 07:08:00,2024-01-06 08:05:00,57,114,205.2,微信支付,16,96
REC000807,U00118,1030,2024-01-23 00:53:00,2024-01-23 02:35:00,102,204,367.2,微信支付,23,91
REC000808,U00444,1581,2024-01-25 11:24:00,2024-01-25 11:51:00,27,216,540,支付宝,27,91
REC000809,U00189,692,2024-01-13 07:09:00,2024-01-13 09:35:00,146,292,525.6,微信支付,19,84
REC000810,U00344,506,2024-01-26 14:55:00,2024-01-26 16:09:00,74,8.63,10.36,信用卡,20,88
REC000811,U00409,1483,2024-01-13 11:06:00,2024-01-13 11:33:00,27,216,540,微信支付,23,88
REC000812,U00335,1252,2024-01-17 23:19:00,2024-01-18 00:47:00,88,176,316.8,信用卡,24,90
REC000813,U00446,597,2024-01-10 04:58:00,2024-01-10 05:32:00,34,3.97,4.76,微信支付,14,86
REC000814,U00479,632,2024-01-21 14:44:00,2024-01-21 16:12:00,88,704,1760,信用卡,29,95
REC000815,U00231,348,2024-01-21 04:50:00,2024-01-21 06:46:00,116,928,2320,微信支付,17,89
REC000816,U00251,682,2024-01-08 23:22:00,2024-01-08 23:44:00,22,2.57,3.08,微信支付,27,97
REC000817,U00351,1555,2024-01-08 23:22:00,2024-01-08 23:55:00,33,3.85,4.62,支付宝,21,80
REC000818,U00032,2224,2024-01-04 07:28:00,2024-01-04 10:18:00,170,1360,3400,支付宝,17,81
REC000819,U00169,1045,2024-01-30 03:57:00,2024-01-30 05:01:00,64,128,230.4,微信支付,22,99
REC000820,U00167,941,2024-01-26 01:38:00,2024-01-26 04:01:00,143,16.68,20.02,微信支付,18,99
REC000821,U00170,940,2024-01-11 16:41:00,2024-01-11 18:14:00,93,10.85,13.02,微信支付,11,100
REC000822,U00264,426,2024-01-04 09:30:00,2024-01-04 11:26:00,116,13.53,16.24,支付宝,25,96
REC000823,U00264,1174,2024-01-04 07:08:00,2024-01-04 09:11:00,123,984,2460,支付宝,15,88
REC000824,U00131,1041,2024-01-17 14:37:00,2024-01-17 15:58:00,81,162,291.6,支付宝,23,81
REC000825,U00108,2178,2024-01-25 14:27:00,2024-01-25 16:14:00,107,214,385.2,信用卡,12,95
REC000826,U00231,891,2024-01-26 09:26:00,2024-01-26 10:08:00,42,336,840,微信支付,30,100
REC000827,U00124,1313,2024-01-30 13:02:00,2024-01-30 15:49:00,167,19.48,23.38,微信支付,14,97
REC000828,U00492,1870,2024-01-24 02:41:00,2024-01-24 05:07:00,146,292,525.6,信用卡,18,97
REC000829,U00412,1582,2024-01-29 13:29:00,2024-01-29 16:09:00,160,1280,3200,信用卡,23,98
REC000830,U00264,2162,2024-01-08 07:18:00,2024-01-08 10:06:00,168,336,604.8,微信支付,19,90
REC000831,U00297,1972,2024-01-07 07:06:00,2024-01-07 09:23:00,137,274,493.2,微信支付,18,94
REC000832,U00130,564,2024-01-18 09:36:00,2024-01-18 10:50:00,74,8.63,10.36,微信支付,12,99
REC000833,U00383,2214,2024-01-18 14:31:00,2024-01-18 15:50:00,79,632,1580,微信支付,18,84
REC000834,U00426,835,2024-01-26 14:06:00,2024-01-26 15:18:00,72,8.4,10.08,信用卡,24,85
REC000835,U00121,2136,2024-01-12 02:15:00,2024-01-12 04:55:00,160,320,576,微信支付,14,83
REC000836,U00256,2252,2024-01-02 14:51:00,2024-01-02 16:46:00,115,920,2300,微信支付,28,86
REC000837,U00265,707,2024-01-24 16:10:00,2024-01-24 16:37:00,27,216,540,信用卡,28,97
REC000838,U00086,869,2024-01-07 21:08:00,2024-01-07 21:54:00,46,5.37,6.44,微信支付,13,80
REC000839,U00118,759,2024-01-09 05:56:00,2024-01-09 06:11:00,15,1.75,2.1,微信支付,12,96
REC000840,U00237,1581,2024-01-21 00:00:00,2024-01-21 01:52:00,112,896,2240,微信支付,11,80
REC000841,U00431,2081,2024-01-29 23:38:00,2024-01-30 02:25:00,167,334,601.2,信用卡,27,95
REC000842,U00063,1583,2024-01-01 18:14:00,2024-01-01 20:49:00,155,18.08,21.7,微信支付,19,86
REC000843,U00197,1527,2024-01-05 11:30:00,2024-01-05 12:58:00,88,10.27,12.32,微信支付,17,97
REC000844,U00476,1186,2024-01-15 18:47:00,2024-01-15 20:04:00,77,616,1540,信用卡,12,98
REC000845,U00387,2091,2024-01-03 09:44:00,2024-01-03 12:02:00,138,1104,2760,支付宝,23,97
REC000846,U00100,567,2024-01-15 13:54:00,2024-01-15 15:28:00,94,10.97,13.16,支付宝,28,90
REC000847,U00018,401,2024-01-01 09:59:00,2024-01-01 11:04:00,65,520,1300,信用卡,10,94
REC000848,U00469,1656,2024-01-09 13:12:00,2024-01-09 13:27:00,15,120,300,支付宝,18,90
REC000849,U00225,1554,2024-01-04 15:24:00,2024-01-04 17:03:00,99,792,1980,微信支付,11,93
REC000850,U00498,1773,2024-01-18 23:54:00,2024-01-19 01:57:00,123,984,2460,支付宝,12,82
REC000851,U00464,54,2024-01-30 17:01:00,2024-01-30 18:56:00,115,13.42,16.1,支付宝,19,82
REC000852,U00361,370,2024-01-11 11:32:00,2024-01-11 12:59:00,87,174,313.2,微信支付,24,97
REC000853,U00052,1327,2024-01-19 09:37:00,2024-01-19 12:29:00,172,20.07,24.08,信用卡,18,99
REC000854,U00022,1923,2024-01-25 01:01:00,2024-01-25 03:53:00,172,20.07,24.08,微信支付,21,97
REC000855,U00221,798,2024-01-20 08:24:00,2024-01-20 10:59:00,155,18.08,21.7,微信支付,19,97
REC000856,U00194,577,2024-01-25 13:35:00,2024-01-25 16:15:00,160,320,576,信用卡,29,92
REC000857,U00199,653,2024-01-28 20:55:00,2024-01-28 23:07:00,132,15.4,18.48,微信支付,26,87
REC000858,U00222,2212,2024-01-26 15:31:00,2024-01-26 18:08:00,157,1256,3140,信用卡,30,98
REC000859,U00242,485,2024-01-25 07:57:00,2024-01-25 10:56:00,179,20.88,25.06,支付宝,29,82
REC000860,U00016,1492,2024-01-18 03:13:00,2024-01-18 05:59:00,166,19.37,23.24,支付宝,15,91
REC000861,U00433,1858,2024-01-04 18:41:00,2024-01-04 21:21:00,160,18.67,22.4,支付宝,22,80
REC000862,U00065,970,2024-01-02 06:19:00,2024-01-02 06:56:00,37,296,740,微信支付,23,91
REC000863,U00435,1862,2024-01-29 23:17:00,2024-01-30 01:45:00,148,1184,2960,信用卡,27,85
REC000864,U00008,1558,2024-01-15 00:39:00,2024-01-15 01:14:00,35,4.08,4.9,信用卡,10,98
REC000865,U00479,1510,2024-01-07 14:02:00,2024-01-07 14:35:00,33,66,118.8,支付宝,21,90
REC000866,U00161,2091,2024-01-06 14:38:00,2024-01-06 16:50:00,132,1056,2640,支付宝,24,89
REC000867,U00344,370,2024-01-07 12:41:00,2024-01-07 15:00:00,139,278,500.4,支付宝,22,99
REC000868,U00402,758,2024-01-04 15:30:00,2024-01-04 16:09:00,39,312,780,信用卡,30,97
REC000869,U00144,593,2024-01-05 10:22:00,2024-01-05 13:12:00,170,19.83,23.8,信用卡,28,92
REC000870,U00224,565,2024-01-13 08:50:00,2024-01-13 09:50:00,60,7,8.4,微信支付,14,99
REC000871,U00172,1956,2024-01-24 13:29:00,2024-01-24 16:14:00,165,1320,3300,微信支付,24,81
REC000872,U00370,1083,2024-01-17 22:15:00,2024-01-17 23:38:00,83,166,298.8,微信支付,13,97
REC000873,U00349,1420,2024-01-14 14:44:00,2024-01-14 16:34:00,110,12.83,15.4,支付宝,11,90
REC000874,U00400,1783,2024-01-24 06:27:00,2024-01-24 07:14:00,47,5.48,6.58,微信支付,28,84
REC000875,U00433,518,2024-01-17 23:02:00,2024-01-18 01:24:00,142,284,511.2,微信支付,28,80
REC000876,U00033,204,2024-01-30 00:26:00,2024-01-30 02:23:00,117,13.65,16.38,微信支付,20,93
REC000877,U00487,1127,2024-01-03 15:42:00,2024-01-03 17:54:00,132,264,475.2,微信支付,16,84
REC000878,U00434,1141,2024-01-22 15:22:00,2024-01-22 16:22:00,60,7,8.4,信用卡,15,97
REC000879,U00455,1344,2024-01-13 23:49:00,2024-01-14 00:05:00,16,128,320,微信支付,12,95
REC000880,U00334,2131,2024-01-24 18:23:00,2024-01-24 19:24:00,61,122,219.6,微信支付,18,94
REC000881,U00047,985,2024-01-07 10:49:00,2024-01-07 12:51:00,122,244,439.2,微信支付,22,97
REC000882,U00004,1529,2024-01-23 03:53:00,2024-01-23 04:24:00,31,3.62,4.34,微信支付,21,97
REC000883,U00047,242,2024-01-06 12:53:00,2024-01-06 15:35:00,162,18.9,22.68,支付宝,10,99
REC000884,U00433,730,2024-01-22 08:37:00,2024-01-22 09:19:00,42,336,840,信用卡,12,90
REC000885,U00219,762,2024-01-04 22:19:00,2024-01-04 22:45:00,26,208,520,信用卡,21,87
REC000886,U00028,1805,2024-01-27 04:03:00,2024-01-27 04:52:00,49,392,980,微信支付,11,81
REC000887,U00037,1894,2024-01-20 19:52:00,2024-01-20 22:38:00,166,1328,3320,支付宝,10,80
REC000888,U00132,1982,2024-01-30 23:57:00,2024-01-31 00:34:00,37,4.32,5.18,信用卡,28,89
REC000889,U00365,2302,2024-01-16 03:25:00,2024-01-16 04:55:00,90,180,324,微信支付,30,84
REC000890,U00268,2325,2024-01-22 13:32:00,2024-01-22 15:32:00,120,14,16.8,信用卡,27,98
REC000891,U00443,874,2024-01-20 00:09:00,2024-01-20 01:52:00,103,12.02,14.42,微信支付,29,88
REC000892,U00490,1143,2024-01-22 17:47:00,2024-01-22 18:31:00,44,5.13,6.16,支付宝,12,99
REC000893,U00474,2109,2024-01-07 16:17:00,2024-01-07 18:33:00,136,272,489.6,微信支付,19,97
REC000894,U00110,339,2024-01-04 11:14:00,2024-01-04 11:38:00,24,48,86.4,支付宝,20,81
REC000895,U00181,630,2024-01-26 19:17:00,2024-01-26 22:08:00,171,19.95,23.94,支付宝,17,85
REC000896,U00240,282,2024-01-14 18:09:00,2024-01-14 19:18:00,69,138,248.4,信用卡,21,94
REC000897,U00269,1049,2024-01-12 06:16:00,2024-01-12 07:57:00,101,202,363.6,微信支付,23,96
REC000898,U00208,248,2024-01-13 16:11:00,2024-01-13 18:45:00,154,308,554.4,支付宝,11,93
REC000899,U00100,1835,2024-01-28 00:33:00,2024-01-28 03:08:00,155,310,558,微信支付,18,89
REC000900,U00258,2220,2024-01-10 03:14:00,2024-01-10 05:49:00,155,1240,3100,支付宝,15,90
REC000901,U00196,934,2024-01-29 22:48:00,2024-01-30 00:19:00,91,728,1820,支付宝,14,97
REC000902,U00170,195,2024-01-16 10:48:00,2024-01-16 11:16:00,28,224,560,支付宝,24,88
REC000903,U00202,206,2024-01-17 15:19:00,2024-01-17 17:28:00,129,15.05,18.06,信用卡,20,91
REC000904,U00187,328,2024-01-19 07:42:00,2024-01-19 08:37:00,55,6.42,7.7,微信支付,28,85
REC000905,U00305,40,2024-01-02 19:09:00,2024-01-02 21:42:00,153,306,550.8,支付宝,20,83
REC000906,U00253,175,2024-01-29 20:58:00,2024-01-29 22:32:00,94,752,1880,信用卡,10,99
REC000907,U00456,417,2024-01-11 21:07:00,2024-01-11 21:47:00,40,80,144,微信支付,13,94
REC000908,U00482,2079,2024-01-18 21:41:00,2024-01-18 22:20:00,39,4.55,5.46,信用卡,10,84
REC000909,U00413,1346,2024-01-14 16:08:00,2024-01-14 18:16:00,128,1024,2560,信用卡,22,81
REC000910,U00087,726,2024-01-30 02:19:00,2024-01-30 02:40:00,21,42,75.6,支付宝,29,91
REC000911,U00162,958,2024-01-13 10:46:00,2024-01-13 11:22:00,36,72,129.6,信用卡,15,80
REC000912,U00342,339,2024-01-07 09:42:00,2024-01-07 10:43:00,61,122,219.6,支付宝,20,98
REC000913,U00447,1464,2024-01-03 23:00:00,2024-01-03 23:17:00,17,136,340,微信支付,23,81
REC000914,U00164,324,2024-01-06 07:14:00,2024-01-06 08:55:00,101,808,2020,微信支付,15,91
REC000915,U00226,1064,2024-01-30 02:11:00,2024-01-30 05:04:00,173,20.18,24.22,支付宝,11,94
REC000916,U00023,1158,2024-01-23 15:44:00,2024-01-23 16:24:00,40,4.67,5.6,支付宝,16,84
REC000917,U00305,1900,2024-01-26 07:33:00,2024-01-26 08:00:00,27,216,540,支付宝,28,91
REC000918,U00468,115,2024-01-11 17:52:00,2024-01-11 18:23:00,31,62,111.6,微信支付,10,92
REC000919,U00491,1180,2024-01-29 13:26:00,2024-01-29 14:36:00,70,560,1400,支付宝,10,86
REC000920,U00061,2372,2024-01-01 09:16:00,2024-01-01 10:42:00,86,172,309.6,支付宝,14,81
REC000921,U00220,879,2024-01-03 07:48:00,2024-01-03 10:12:00,144,288,518.4,信用卡,19,82
REC000922,U00278,295,2024-01-14 21:33:00,2024-01-15 00:28:00,175,1400,3500,信用卡,13,87
REC000923,U00451,1380,2024-01-29 06:09:00,2024-01-29 09:01:00,172,1376,3440,微信支付,27,91
REC000924,U00390,1418,2024-01-12 08:06:00,2024-01-12 09:56:00,110,12.83,15.4,信用卡,28,90
REC000925,U00024,601,2024-01-17 16:41:00,2024-01-17 18:35:00,114,228,410.4,微信支付,11,81
REC000926,U00494,1670,2024-01-23 09:49:00,2024-01-23 12:29:00,160,1280,3200,信用卡,10,100
REC000927,U00204,79,2024-01-27 05:53:00,2024-01-27 07:57:00,124,248,446.4,信用卡,11,82
REC000928,U00199,2240,2024-01-21 05:45:00,2024-01-21 08:02:00,137,15.98,19.18,支付宝,11,87
REC000929,U00257,1962,2024-01-13 09:41:00,2024-01-13 10:28:00,47,94,169.2,信用卡,16,86
REC000930,U00435,2336,2024-01-14 09:38:00,2024-01-14 11:11:00,93,744,1860,信用卡,21,87
REC000931,U00002,85,2024-01-19 02:51:00,2024-01-19 05:11:00,140,16.33,19.6,支付宝,22,85
REC000932,U00168,1369,2024-01-01 14:47:00,2024-01-01 15:57:00,70,8.17,9.8,微信支付,30,91
REC000933,U00038,46,2024-01-23 16:44:00,2024-01-23 17:53:00,69,8.05,9.66,支付宝,20,88
REC000934,U00461,533,2024-01-19 01:15:00,2024-01-19 02:17:00,62,7.23,8.68,支付宝,13,94
REC000935,U00131,2201,2024-01-09 14:43:00,2024-01-09 17:27:00,164,1312,3280,微信支付,30,85
REC000936,U00360,2346,2024-01-08 01:14:00,2024-01-08 02:25:00,71,142,255.6,微信支付,19,90
REC000937,U00036,391,2024-01-01 22:38:00,2024-01-01 23:01:00,23,184,460,信用卡,11,100
REC000938,U00430,1728,2024-01-03 08:40:00,2024-01-03 10:26:00,106,848,2120,微信支付,10,100
REC000939,U00285,2216,2024-01-20 02:12:00,2024-01-20 04:37:00,145,290,522,支付宝,17,80
REC000940,U00454,621,2024-01-06 13:24:00,2024-01-06 14:01:00,37,4.32,5.18,支付宝,22,94
REC000941,U00407,901,2024-01-07 10:38:00,2024-01-07 13:30:00,172,344,619.2,微信支付,19,90
REC000942,U00172,1870,2024-01-26 20:28:00,2024-01-26 23:05:00,157,314,565.2,信用卡,24,90
REC000943,U00441,2317,2024-01-09 17:14:00,2024-01-09 17:51:00,37,4.32,5.18,微信支付,28,98
REC000944,U00160,1735,2024-01-08 20:56:00,2024-01-08 22:52:00,116,928,2320,微信支付,17,87
REC000945,U00344,1717,2024-01-09 09:42:00,2024-01-09 09:59:00,17,136,340,信用卡,14,94
REC000946,U00182,1516,2024-01-24 22:42:00,2024-01-24 23:44:00,62,124,223.2,微信支付,18,94
REC000947,U00456,1898,2024-01-02 08:56:00,2024-01-02 11:43:00,167,1336,3340,微信支付,10,94
REC000948,U00047,470,2024-01-16 22:00:00,2024-01-16 22:56:00,56,112,201.6,微信支付,27,80
REC000949,U00097,742,2024-01-20 21:15:00,2024-01-20 22:13:00,58,6.77,8.12,微信支付,30,99
REC000950,U00035,701,2024-01-17 07:06:00,2024-01-17 09:35:00,149,1192,2980,微信支付,26,98
REC000951,U00371,2003,2024-01-01 10:40:00,2024-01-01 12:28:00,108,864,2160,信用卡,13,93
REC000952,U00396,436,2024-01-06 08:24:00,2024-01-06 10:47:00,143,286,514.8,支付宝,16,97
REC000953,U00171,1522,2024-01-26 07:00:00,2024-01-26 09:35:00,155,18.08,21.7,微信支付,28,90
REC000954,U00384,2331,2024-01-22 08:32:00,2024-01-22 10:47:00,135,15.75,18.9,微信支付,13,92
REC000955,U00265,2278,2024-01-03 06:33:00,2024-01-03 07:00:00,27,3.15,3.78,支付宝,17,95
REC000956,U00392,2192,2024-01-28 17:35:00,2024-01-28 18:45:00,70,8.17,9.8,微信支付,27,92
REC000957,U00261,634,2024-01-27 17:34:00,2024-01-27 19:51:00,137,15.98,19.18,微信支付,26,88
REC000958,U00493,1359,2024-01-15 09:41:00,2024-01-15 10:09:00,28,56,100.8,信用卡,13,96
REC000959,U00087,566,2024-01-22 22:45:00,2024-01-22 23:41:00,56,6.53,7.84,微信支付,11,85
REC000960,U00110,2258,2024-01-29 05:47:00,2024-01-29 07:17:00,90,180,324,信用卡,14,100
REC000961,U00070,937,2024-01-08 07:50:00,2024-01-08 08:20:00,30,3.5,4.2,支付宝,12,88
REC000962,U00250,1142,2024-01-13 22:28:00,2024-01-13 23:37:00,69,552,1380,信用卡,14,96
REC000963,U00034,450,2024-01-20 10:20:00,2024-01-20 12:07:00,107,856,2140,信用卡,29,86
REC000964,U00345,42,2024-01-07 00:12:00,2024-01-07 03:07:00,175,1400,3500,信用卡,10,84
REC000965,U00325,148,2024-01-10 17:02:00,2024-01-10 17:29:00,27,216,540,支付宝,14,87
REC000966,U00067,538,2024-01-21 05:24:00,2024-01-21 07:46:00,142,1136,2840,支付宝,14,83
REC000967,U00191,999,2024-01-10 01:51:00,2024-01-10 02:16:00,25,2.92,3.5,微信支付,26,82
REC000968,U00172,1712,2024-01-03 09:22:00,2024-01-03 11:21:00,119,238,428.4,支付宝,22,86
REC000969,U00350,12,2024-01-03 20:44:00,2024-01-03 22:27:00,103,12.02,14.42,信用卡,29,87
REC000970,U00234,1803,2024-01-22 04:00:00,2024-01-22 05:46:00,106,212,381.6,支付宝,28,83
REC000971,U00115,2201,2024-01-07 06:12:00,2024-01-07 06:45:00,33,264,660,信用卡,10,100
REC000972,U00307,664,2024-01-05 07:55:00,2024-01-05 09:56:00,121,968,2420,信用卡,12,95
REC000973,U00194,1223,2024-01-28 22:13:00,2024-01-28 22:38:00,25,200,500,微信支付,28,96
REC000974,U00062,894,2024-01-02 13:51:00,2024-01-02 15:13:00,82,656,1640,微信支付,27,88
REC000975,U00318,274,2024-01-18 20:48:00,2024-01-18 22:43:00,115,230,414,微信支付,14,98
REC000976,U00411,333,2024-01-10 11:45:00,2024-01-10 12:30:00,45,5.25,6.3,支付宝,25,80
REC000977,U00029,2053,2024-01-17 22:44:00,2024-01-18 00:42:00,118,236,424.8,信用卡,21,93
REC000978,U00236,1611,2024-01-03 02:19:00,2024-01-03 04:12:00,113,226,406.8,微信支付,22,84
REC000979,U00293,345,2024-01-24 13:23:00,2024-01-24 15:18:00,115,13.42,16.1,支付宝,21,81
REC000980,U00298,1242,2024-01-14 07:24:00,2024-01-14 08:44:00,80,640,1600,支付宝,30,81
REC000981,U00495,1807,2024-01-20 21:17:00,2024-01-20 23:12:00,115,13.42,16.1,微信支付,19,99
REC000982,U00368,773,2024-01-11 11:27:00,2024-01-11 14:07:00,160,18.67,22.4,支付宝,21,80
REC000983,U00332,1239,2024-01-28 18:17:00,2024-01-28 20:08:00,111,888,2220,微信支付,24,86
REC000984,U00434,531,2024-01-08 22:31:00,2024-01-09 00:24:00,113,226,406.8,微信支付,23,83
REC000985,U00152,363,2024-01-07 22:24:00,2024-01-07 23:44:00,80,640,1600,微信支付,23,84
REC000986,U00482,1408,2024-01-31 00:56:00,2024-01-31 03:33:00,157,314,565.2,信用卡,20,88
REC000987,U00052,620,2024-01-24 16:10:00,2024-01-24 18:36:00,146,292,525.6,信用卡,11,97
REC000988,U00486,2020,2024-01-28 06:56:00,2024-01-28 09:49:00,173,346,622.8,微信支付,29,93
REC000989,U00328,605,2024-01-12 04:15:00,2024-01-12 05:49:00,94,752,1880,信用卡,12,99
REC000990,U00350,2339,2024-01-18 13:21:00,2024-01-18 14:43:00,82,656,1640,微信支付,16,97
REC000991,U00413,1388,2024-01-12 03:30:00,2024-01-12 04:19:00,49,392,980,信用卡,19,94
REC000992,U00456,765,2024-01-17 21:22:00,2024-01-17 21:51:00,29,3.38,4.06,支付宝,27,87
REC000993,U00126,922,2024-01-13 02:47:00,2024-01-13 03:53:00,66,7.7,9.24,微信支付,17,82
REC000994,U00362,323,2024-01-17 21:35:00,2024-01-18 00:05:00,150,17.5,21,支付宝,22,80
REC000995,U00369,1532,2024-01-13 09:43:00,2024-01-13 11:32:00,109,12.72,15.26,支付宝,22,98
REC000996,U00256,1101,2024-01-16 07:20:00,2024-01-16 09:31:00,131,15.28,18.34,支付宝,28,88
REC000997,U00485,1375,2024-01-10 07:45:00,2024-01-10 09:32:00,107,12.48,14.98,微信支付,23,91
REC000998,U00242,2312,2024-01-13 13:50:00,2024-01-13 15:45:00,115,230,414,支付宝,29,96
REC000999,U00493,1566,2024-01-04 03:26:00,2024-01-04 05:31:00,125,14.58,17.5,微信支付,18,84
REC001000,U00091,324,2024-01-16 20:55:00,2024-01-16 22:23:00,88,704,1760,支付宝,10,97
,,,,,,,,,,
,,,,,,,,,,
